order_id,customer_id,product_id,order_date,quantity,unit_price,total_amount,payment_method,order_status
725,96,59,2024-12-24,3,199.85,599.55,Tarjeta de crédito,Completada
164,206,21,2024-12-25,2,441.16,882.32,Tarjeta de crédito,Completada
41,197,9,2024-12-25,2,280.94,561.88,Tarjeta de crédito,Completada
1645,120,1,2024-12-26,1,11.53,11.53,Tarjeta de crédito,Completada
1940,261,145,2024-12-26,3,1036.09,3108.27,Transferencia,Completada
90,65,131,2024-12-26,4,114.24,456.96,Tarjeta de débito,Completada
392,333,147,2024-12-27,1,907.87,907.87,Tarjeta de crédito,Completada
2516,265,150,2024-12-27,2,63.38,126.76,Tarjeta de crédito,Completada
803,368,50,2024-12-27,3,169.82,509.46,Transferencia,Completada
1686,439,23,2024-12-27,3,824.07,2472.21,Tarjeta de crédito,Completada
732,235,76,2024-12-28,1,111.18,111.18,Tarjeta de débito,Completada
1585,241,93,2024-12-28,4,260.51,1042.04,Transferencia,Completada
1009,182,8,2024-12-28,2,129.5,259.0,Tarjeta de crédito,Completada
2239,404,74,2024-12-28,2,650.9,1301.8,Tarjeta de débito,Completada
2135,70,122,2024-12-28,2,140.01,280.02,Billetera virtual,Completada
2525,217,22,2024-12-28,3,383.43,1150.29,Tarjeta de crédito,Completada
2177,258,137,2024-12-28,4,245.63,982.52,Tarjeta de crédito,Completada
1592,203,138,2024-12-29,3,10.96,32.88,Tarjeta de débito,Completada
994,55,26,2024-12-29,4,171.04,684.16,Tarjeta de crédito,Completada
1629,470,69,2024-12-29,3,787.04,2361.12,Tarjeta de crédito,Completada
2041,190,111,2024-12-29,1,312.56,312.56,Tarjeta de crédito,Completada
872,8,118,2024-12-29,3,34.12,102.36,Billetera virtual,Completada
291,387,55,2024-12-29,2,844.98,1689.96,Billetera virtual,Completada
2598,487,25,2024-12-29,1,76.75,76.75,Transferencia,Completada
1076,448,101,2024-12-29,4,27.42,109.68,Tarjeta de crédito,Completada
688,324,56,2024-12-30,2,1008.65,2017.3,Billetera virtual,Completada
1977,455,84,2024-12-30,1,114.71,114.71,Tarjeta de crédito,Completada
2834,471,5,2024-12-30,3,320.02,960.06,Billetera virtual,Completada
2200,265,8,2024-12-30,1,129.5,129.5,Tarjeta de crédito,Completada
900,265,117,2024-12-30,2,553.19,1106.38,Billetera virtual,Completada
1381,172,92,2024-12-30,2,96.79,193.58,Tarjeta de crédito,Completada
1141,393,9,2024-12-31,3,280.94,842.82,Tarjeta de crédito,Completada
1831,33,3,2024-12-31,4,292.23,1168.92,Tarjeta de débito,Completada
2896,389,100,2024-12-31,3,270.08,810.24,Tarjeta de crédito,Completada
2735,96,140,2024-12-31,1,580.95,580.95,Tarjeta de crédito,Completada
1136,363,3,2024-12-31,2,292.23,584.46,Billetera virtual,Completada
1202,133,45,2025-01-01,1,85.76,85.76,Tarjeta de crédito,Completada
2332,288,144,2025-01-02,2,46.23,92.46,Tarjeta de crédito,Completada
968,282,24,2025-01-02,3,231.71,695.13,Tarjeta de crédito,Completada
792,132,55,2025-01-02,3,844.98,2534.94,Transferencia,Completada
2292,36,97,2025-01-02,1,578.69,578.69,Billetera virtual,Completada
1861,22,52,2025-01-02,4,83.1,332.4,Tarjeta de crédito,Completada
2723,130,108,2025-01-03,1,340.46,340.46,Tarjeta de crédito,Completada
397,17,147,2025-01-03,1,907.87,907.87,Tarjeta de crédito,Completada
1162,217,70,2025-01-04,1,99.49,99.49,Tarjeta de crédito,Completada
279,243,47,2025-01-04,1,63.67,63.67,Tarjeta de crédito,Completada
1415,446,60,2025-01-04,3,176.61,529.83,Tarjeta de crédito,Completada
880,240,129,2025-01-04,2,128.49,256.98,Billetera virtual,Completada
1477,32,64,2025-01-04,4,97.83,391.32,Tarjeta de débito,Completada
828,193,121,2025-01-05,3,58.56,175.68,Tarjeta de crédito,Completada
2399,89,123,2025-01-05,3,78.6,235.8,Tarjeta de crédito,Completada
2946,480,83,2025-01-05,1,37.39,37.39,Tarjeta de débito,Completada
2517,439,43,2025-01-06,4,296.19,1184.76,Tarjeta de débito,Completada
2499,286,130,2025-01-06,3,68.82,206.46,Tarjeta de crédito,Completada
2007,324,76,2025-01-06,1,111.18,111.18,Tarjeta de crédito,Completada
2618,54,12,2025-01-06,4,20.02,80.08,Billetera virtual,Completada
1720,413,94,2025-01-07,3,83.73,251.19,Tarjeta de débito,Completada
2605,428,85,2025-01-07,4,839.71,3358.84,Tarjeta de crédito,Completada
2994,391,143,2025-01-07,1,248.99,248.99,Billetera virtual,Completada
1581,364,31,2025-01-07,3,72.17,216.51,Transferencia,Completada
1332,223,121,2025-01-07,3,58.56,175.68,Tarjeta de crédito,Completada
1554,60,121,2025-01-08,3,58.56,175.68,Tarjeta de crédito,Completada
1525,399,26,2025-01-08,4,171.04,684.16,Tarjeta de débito,Completada
1078,391,60,2025-01-08,3,176.61,529.83,Tarjeta de crédito,Completada
1346,318,47,2025-01-08,4,63.67,254.68,Tarjeta de débito,Completada
887,488,36,2025-01-08,4,55.34,221.36,Billetera virtual,Completada
2038,60,150,2025-01-08,3,63.38,190.14,Transferencia,Completada
1816,185,25,2025-01-09,2,76.75,153.5,Tarjeta de crédito,Completada
2945,468,15,2025-01-09,2,75.43,150.86,Tarjeta de débito,Completada
11,178,1,2025-01-10,2,11.53,23.06,Tarjeta de crédito,Completada
638,18,23,2025-01-10,3,824.07,2472.21,Transferencia,Completada
1463,101,105,2025-01-10,2,61.73,123.46,Transferencia,Completada
2216,144,99,2025-01-11,3,530.66,1591.98,Tarjeta de débito,Completada
1855,307,92,2025-01-11,2,96.79,193.58,Transferencia,Completada
878,474,97,2025-01-11,2,578.69,1157.38,Tarjeta de crédito,Completada
1471,416,4,2025-01-11,1,87.74,87.74,Tarjeta de crédito,Completada
1150,45,82,2025-01-12,2,106.99,213.98,Tarjeta de débito,Completada
1176,166,61,2025-01-12,2,52.25,104.5,Tarjeta de débito,Completada
1733,72,108,2025-01-12,4,340.46,1361.84,Billetera virtual,Completada
843,44,140,2025-01-12,4,580.95,2323.8,Tarjeta de débito,Completada
636,93,125,2025-01-13,1,116.4,116.4,Tarjeta de crédito,Completada
249,150,97,2025-01-13,1,578.69,578.69,Billetera virtual,Completada
1070,127,122,2025-01-14,1,140.01,140.01,Tarjeta de débito,Completada
2754,432,108,2025-01-15,1,340.46,340.46,Tarjeta de crédito,Completada
2226,178,5,2025-01-15,4,320.02,1280.08,Tarjeta de crédito,Completada
2473,258,113,2025-01-15,3,261.05,783.15,Transferencia,Cancelada
1080,360,126,2025-01-15,1,130.81,130.81,Billetera virtual,Completada
1028,107,19,2025-01-15,4,92.82,371.28,Billetera virtual,Completada
79,295,40,2025-01-16,3,130.98,392.94,Billetera virtual,Completada
1739,408,11,2025-01-16,1,221.91,221.91,Tarjeta de débito,Completada
1530,24,15,2025-01-16,3,75.43,226.29,Tarjeta de débito,Completada
1899,63,17,2025-01-17,1,111.6,111.6,Billetera virtual,Completada
871,1,100,2025-01-17,4,270.08,1080.32,Tarjeta de débito,Completada
133,141,65,2025-01-17,4,88.86,355.44,Tarjeta de débito,Completada
598,451,125,2025-01-18,1,116.4,116.4,Tarjeta de crédito,Completada
1390,392,117,2025-01-18,2,553.19,1106.38,Transferencia,Completada
130,132,131,2025-01-18,4,114.24,456.96,Tarjeta de crédito,Completada
2716,40,119,2025-01-19,3,350.27,1050.81,Tarjeta de crédito,Completada
832,214,91,2025-01-19,3,1005.99,3017.97,Tarjeta de crédito,Completada
2613,455,20,2025-01-20,4,110.57,442.28,Tarjeta de débito,Completada
1621,129,9,2025-01-20,3,280.94,842.82,Tarjeta de crédito,Completada
35,144,14,2025-01-20,3,84.17,252.51,Tarjeta de crédito,Completada
1027,84,121,2025-01-20,1,58.56,58.56,Tarjeta de crédito,Completada
13,274,119,2025-01-20,1,350.27,350.27,Tarjeta de crédito,Completada
2331,192,131,2025-01-20,3,114.24,342.72,Tarjeta de crédito,Completada
2547,300,76,2025-01-20,1,111.18,111.18,Billetera virtual,Completada
334,412,136,2025-01-20,1,355.5,355.5,Tarjeta de débito,Completada
2008,73,1,2025-01-20,2,11.53,23.06,Tarjeta de crédito,Completada
153,39,96,2025-01-21,2,89.93,179.86,Tarjeta de crédito,Completada
1475,167,143,2025-01-21,2,248.99,497.98,Transferencia,Completada
998,402,55,2025-01-21,1,844.98,844.98,Tarjeta de débito,Completada
2082,212,9,2025-01-22,4,280.94,1123.76,Transferencia,Completada
414,9,14,2025-01-22,3,84.17,252.51,Tarjeta de crédito,Completada
748,193,142,2025-01-22,2,641.1,1282.2,Transferencia,Completada
2859,431,21,2025-01-23,1,441.16,441.16,Tarjeta de crédito,Completada
2360,268,43,2025-01-23,2,296.19,592.38,Tarjeta de débito,Completada
2412,472,69,2025-01-23,3,787.04,2361.12,Transferencia,Completada
1728,423,79,2025-01-23,1,409.24,409.24,Tarjeta de débito,Completada
2574,432,64,2025-01-23,1,97.83,97.83,Transferencia,Completada
701,212,105,2025-01-24,2,61.73,123.46,Billetera virtual,Completada
324,425,63,2025-01-24,1,41.74,41.74,Tarjeta de débito,Cancelada
2053,491,136,2025-01-25,3,355.5,1066.5,Billetera virtual,Completada
2879,112,57,2025-01-25,1,34.93,34.93,Transferencia,Completada
2282,11,57,2025-01-26,4,34.93,139.72,Tarjeta de débito,Completada
118,93,128,2025-01-26,3,121.82,365.46,Tarjeta de débito,Completada
2069,409,39,2025-01-26,1,459.22,459.22,Billetera virtual,Completada
1208,17,9,2025-01-26,3,280.94,842.82,Tarjeta de crédito,Completada
2451,458,59,2025-01-26,1,199.85,199.85,Transferencia,Cancelada
1574,334,103,2025-01-26,2,535.68,1071.36,Tarjeta de débito,Completada
2141,101,115,2025-01-26,2,384.44,768.88,Billetera virtual,Completada
592,282,27,2025-01-27,3,53.58,160.74,Tarjeta de crédito,Completada
154,82,6,2025-01-27,3,134.96,404.88,Billetera virtual,Completada
2000,202,129,2025-01-27,2,128.49,256.98,Tarjeta de crédito,Cancelada
29,8,104,2025-01-28,2,85.81,171.62,Billetera virtual,Completada
26,314,84,2025-01-28,4,114.71,458.84,Tarjeta de crédito,Completada
619,85,102,2025-01-28,4,275.73,1102.92,Billetera virtual,Completada
1275,36,115,2025-01-28,2,384.44,768.88,Transferencia,Completada
1682,289,33,2025-01-28,2,193.34,386.68,Billetera virtual,Completada
417,25,131,2025-01-28,2,114.24,228.48,Tarjeta de débito,Completada
434,181,130,2025-01-28,4,68.82,275.28,Tarjeta de crédito,Completada
1801,169,46,2025-01-29,1,458.9,458.9,Billetera virtual,Cancelada
886,66,113,2025-01-29,1,261.05,261.05,Tarjeta de crédito,Completada
1198,241,122,2025-01-29,2,140.01,280.02,Billetera virtual,Completada
2915,459,132,2025-01-29,3,139.77,419.31,Tarjeta de débito,Completada
2246,97,53,2025-01-29,3,317.15,951.45,Tarjeta de débito,Completada
547,175,49,2025-01-29,3,190.42,571.26,Tarjeta de crédito,Completada
499,496,46,2025-01-29,1,458.9,458.9,Tarjeta de crédito,Completada
1054,30,136,2025-01-29,3,355.5,1066.5,Tarjeta de débito,Completada
2379,276,24,2025-01-30,3,231.71,695.13,Tarjeta de débito,Completada
491,393,32,2025-01-30,4,50.69,202.76,Tarjeta de crédito,Completada
2853,190,90,2025-01-30,4,52.39,209.56,Tarjeta de crédito,Completada
2218,202,135,2025-01-30,4,167.67,670.68,Tarjeta de crédito,Completada
2188,196,133,2025-01-31,1,713.32,713.32,Billetera virtual,Completada
1255,327,47,2025-01-31,1,63.67,63.67,Tarjeta de débito,Completada
2299,239,57,2025-01-31,1,34.93,34.93,Tarjeta de débito,Completada
264,188,91,2025-01-31,3,1005.99,3017.97,Billetera virtual,Completada
2370,87,86,2025-02-01,4,213.88,855.52,Tarjeta de crédito,Completada
2768,281,18,2025-02-01,3,213.72,641.16,Tarjeta de crédito,Completada
175,425,92,2025-02-01,3,96.79,290.37,Tarjeta de crédito,Cancelada
1309,8,89,2025-02-01,2,149.38,298.76,Tarjeta de crédito,Completada
1724,487,49,2025-02-02,1,190.42,190.42,Transferencia,Completada
1539,5,111,2025-02-02,1,312.56,312.56,Tarjeta de crédito,Completada
724,132,64,2025-02-02,1,97.83,97.83,Billetera virtual,Completada
749,389,98,2025-02-02,1,265.91,265.91,Transferencia,Completada
2818,157,103,2025-02-03,4,535.68,2142.72,Tarjeta de crédito,Completada
2134,227,5,2025-02-03,1,320.02,320.02,Tarjeta de crédito,Completada
439,358,16,2025-02-03,3,188.57,565.71,Transferencia,Completada
2429,328,37,2025-02-03,4,297.6,1190.4,Tarjeta de crédito,Completada
83,199,53,2025-02-03,1,317.15,317.15,Tarjeta de débito,Completada
1552,90,82,2025-02-03,1,106.99,106.99,Tarjeta de crédito,Completada
847,119,44,2025-02-04,3,85.25,255.75,Tarjeta de débito,Completada
2505,365,112,2025-02-04,4,79.2,316.8,Tarjeta de crédito,Completada
304,245,71,2025-02-04,1,98.46,98.46,Billetera virtual,Completada
294,61,5,2025-02-04,3,320.02,960.06,Tarjeta de crédito,Completada
763,308,74,2025-02-05,4,650.9,2603.6,Billetera virtual,Cancelada
1695,55,40,2025-02-05,3,130.98,392.94,Tarjeta de débito,Completada
2336,221,1,2025-02-05,4,11.53,46.12,Billetera virtual,Completada
2559,381,37,2025-02-06,1,297.6,297.6,Tarjeta de crédito,Cancelada
2409,124,13,2025-02-06,1,218.14,218.14,Tarjeta de débito,Completada
1067,40,105,2025-02-07,3,61.73,185.19,Tarjeta de crédito,Completada
2661,93,80,2025-02-07,1,79.9,79.9,Tarjeta de débito,Completada
973,365,101,2025-02-07,2,27.42,54.84,Transferencia,Completada
2770,163,57,2025-02-08,1,34.93,34.93,Tarjeta de débito,Completada
588,401,147,2025-02-09,2,907.87,1815.74,Tarjeta de crédito,Completada
1919,389,78,2025-02-09,1,273.68,273.68,Tarjeta de débito,Completada
657,416,144,2025-02-10,3,46.23,138.69,Tarjeta de débito,Completada
842,367,34,2025-02-10,3,218.05,654.15,Billetera virtual,Completada
1439,214,15,2025-02-10,4,75.43,301.72,Tarjeta de crédito,Completada
1994,461,58,2025-02-11,3,112.95,338.85,Tarjeta de débito,Completada
1853,190,103,2025-02-12,3,535.68,1607.04,Tarjeta de débito,Completada
1572,90,98,2025-02-12,2,265.91,531.82,Transferencia,Completada
555,141,26,2025-02-12,1,171.04,171.04,Transferencia,Completada
2584,181,64,2025-02-13,3,97.83,293.49,Tarjeta de débito,Completada
1168,30,87,2025-02-13,3,167.49,502.47,Tarjeta de débito,Completada
804,34,101,2025-02-13,3,27.42,82.26,Tarjeta de débito,Completada
910,266,103,2025-02-14,2,535.68,1071.36,Tarjeta de crédito,Completada
845,402,37,2025-02-14,3,297.6,892.8,Tarjeta de crédito,Completada
987,135,31,2025-02-14,2,72.17,144.34,Tarjeta de crédito,Completada
1402,24,20,2025-02-14,1,110.57,110.57,Tarjeta de débito,Completada
2145,279,139,2025-02-14,2,75.42,150.84,Tarjeta de crédito,Completada
781,472,37,2025-02-14,4,297.6,1190.4,Tarjeta de crédito,Completada
2123,226,122,2025-02-15,2,140.01,280.02,Tarjeta de débito,Completada
2591,199,68,2025-02-15,3,109.08,327.24,Tarjeta de crédito,Completada
217,314,42,2025-02-15,3,136.43,409.29,Tarjeta de débito,Completada
982,170,30,2025-02-15,2,221.66,443.32,Tarjeta de crédito,Completada
1090,208,55,2025-02-16,4,844.98,3379.92,Billetera virtual,Completada
2639,393,103,2025-02-16,4,535.68,2142.72,Tarjeta de débito,Completada
1298,125,65,2025-02-17,2,88.86,177.72,Tarjeta de débito,Completada
1683,441,40,2025-02-17,2,130.98,261.96,Transferencia,Completada
1181,317,148,2025-02-18,3,273.49,820.47,Tarjeta de débito,Completada
1421,208,64,2025-02-18,1,97.83,97.83,Tarjeta de débito,Completada
2636,61,81,2025-02-18,4,1144.0,4576.0,Tarjeta de crédito,Completada
590,425,82,2025-02-19,1,106.99,106.99,Tarjeta de crédito,Completada
172,479,42,2025-02-19,4,136.43,545.72,Transferencia,Completada
2782,60,137,2025-02-19,2,245.63,491.26,Billetera virtual,Completada
2677,364,107,2025-02-19,1,241.46,241.46,Tarjeta de crédito,Completada
504,314,53,2025-02-20,3,317.15,951.45,Billetera virtual,Cancelada
2518,245,121,2025-02-20,4,58.56,234.24,Tarjeta de crédito,Completada
2355,62,38,2025-02-20,3,93.08,279.24,Billetera virtual,Completada
2161,49,4,2025-02-21,2,87.74,175.48,Tarjeta de débito,Completada
1001,80,150,2025-02-21,4,63.38,253.52,Tarjeta de débito,Cancelada
1234,342,16,2025-02-21,3,188.57,565.71,Billetera virtual,Completada
2357,185,105,2025-02-21,2,61.73,123.46,Transferencia,Completada
2920,403,135,2025-02-21,4,167.67,670.68,Tarjeta de crédito,Completada
268,477,61,2025-02-22,2,52.25,104.5,Tarjeta de crédito,Completada
2306,165,1,2025-02-22,3,11.53,34.59,Tarjeta de crédito,Completada
1314,249,77,2025-02-22,3,36.9,110.7,Tarjeta de crédito,Completada
2150,352,65,2025-02-22,1,88.86,88.86,Billetera virtual,Completada
2528,469,125,2025-02-22,4,116.4,465.6,Tarjeta de crédito,Completada
2482,201,80,2025-02-22,4,79.9,319.6,Tarjeta de crédito,Completada
1272,464,104,2025-02-23,4,85.81,343.24,Transferencia,Completada
1791,177,37,2025-02-23,1,297.6,297.6,Transferencia,Completada
2622,174,16,2025-02-23,3,188.57,565.71,Tarjeta de débito,Completada
1807,490,122,2025-02-23,2,140.01,280.02,Billetera virtual,Completada
2253,144,24,2025-02-23,1,231.71,231.71,Billetera virtual,Completada
2224,125,118,2025-02-24,2,34.12,68.24,Tarjeta de crédito,Completada
1222,235,53,2025-02-24,2,317.15,634.3,Tarjeta de crédito,Completada
577,284,18,2025-02-24,3,213.72,641.16,Transferencia,Completada
2522,133,94,2025-02-25,2,83.73,167.46,Tarjeta de crédito,Completada
215,138,7,2025-02-25,1,44.62,44.62,Billetera virtual,Completada
1287,75,102,2025-02-25,3,275.73,827.19,Tarjeta de crédito,Completada
2778,455,39,2025-02-25,3,459.22,1377.66,Tarjeta de débito,Completada
34,372,17,2025-02-27,3,111.6,334.8,Transferencia,Cancelada
1890,48,65,2025-02-28,3,88.86,266.58,Tarjeta de crédito,Completada
2821,359,6,2025-02-28,4,134.96,539.84,Tarjeta de crédito,Completada
1651,299,46,2025-02-28,4,458.9,1835.6,Tarjeta de crédito,Completada
2672,350,55,2025-03-01,1,844.98,844.98,Tarjeta de crédito,Completada
340,141,9,2025-03-01,4,280.94,1123.76,Tarjeta de crédito,Completada
2369,217,103,2025-03-02,4,535.68,2142.72,Tarjeta de crédito,Completada
2888,343,76,2025-03-02,2,111.18,222.36,Tarjeta de débito,Completada
1769,193,94,2025-03-03,3,83.73,251.19,Transferencia,Completada
1579,166,39,2025-03-03,2,459.22,918.44,Transferencia,Completada
107,172,73,2025-03-04,1,62.82,62.82,Tarjeta de crédito,Completada
817,500,142,2025-03-04,1,641.1,641.1,Tarjeta de crédito,Completada
2763,58,96,2025-03-05,4,89.93,359.72,Tarjeta de débito,Completada
1178,315,1,2025-03-05,1,11.53,11.53,Transferencia,Completada
2844,405,27,2025-03-05,2,53.58,107.16,Billetera virtual,Completada
104,327,54,2025-03-05,2,159.61,319.22,Billetera virtual,Completada
2668,442,72,2025-03-06,1,91.98,91.98,Tarjeta de débito,Completada
2685,472,100,2025-03-06,2,270.08,540.16,Tarjeta de crédito,Completada
1837,197,147,2025-03-06,4,907.87,3631.48,Tarjeta de crédito,Completada
612,132,94,2025-03-06,1,83.73,83.73,Billetera virtual,Completada
323,411,98,2025-03-06,1,265.91,265.91,Transferencia,Completada
2225,271,37,2025-03-06,4,297.6,1190.4,Tarjeta de débito,Completada
1109,284,70,2025-03-06,4,99.49,397.96,Tarjeta de crédito,Completada
2304,227,135,2025-03-07,3,167.67,503.01,Billetera virtual,Cancelada
1813,133,36,2025-03-07,4,55.34,221.36,Tarjeta de crédito,Completada
347,107,27,2025-03-08,3,53.58,160.74,Tarjeta de crédito,Completada
262,389,7,2025-03-08,3,44.62,133.86,Tarjeta de débito,Completada
1262,462,145,2025-03-08,4,1036.09,4144.36,Transferencia,Completada
1615,448,66,2025-03-09,3,256.07,768.21,Tarjeta de crédito,Completada
214,473,63,2025-03-09,3,41.74,125.22,Tarjeta de débito,Completada
922,185,20,2025-03-10,4,110.57,442.28,Tarjeta de crédito,Completada
510,340,114,2025-03-10,4,362.33,1449.32,Transferencia,Completada
468,319,16,2025-03-10,1,188.57,188.57,Tarjeta de débito,Completada
1245,344,99,2025-03-10,4,530.66,2122.64,Tarjeta de débito,Completada
1648,32,1,2025-03-10,4,11.53,46.12,Tarjeta de débito,Completada
814,314,9,2025-03-11,3,280.94,842.82,Transferencia,Completada
60,308,18,2025-03-11,4,213.72,854.88,Tarjeta de crédito,Completada
2278,30,86,2025-03-11,1,213.88,213.88,Tarjeta de débito,Completada
398,472,116,2025-03-12,3,112.36,337.08,Tarjeta de crédito,Completada
524,430,89,2025-03-12,1,149.38,149.38,Tarjeta de crédito,Completada
2947,164,103,2025-03-12,1,535.68,535.68,Transferencia,Completada
745,35,94,2025-03-13,4,83.73,334.92,Billetera virtual,Completada
2248,441,95,2025-03-13,2,127.07,254.14,Tarjeta de crédito,Completada
2476,416,144,2025-03-13,3,46.23,138.69,Tarjeta de débito,Completada
2648,453,147,2025-03-14,2,907.87,1815.74,Tarjeta de débito,Completada
542,462,59,2025-03-14,2,199.85,399.7,Tarjeta de crédito,Completada
2460,240,52,2025-03-14,4,83.1,332.4,Transferencia,Completada
8,244,107,2025-03-15,4,241.46,965.84,Tarjeta de crédito,Completada
1014,458,94,2025-03-15,2,83.73,167.46,Billetera virtual,Completada
1154,192,78,2025-03-15,4,273.68,1094.72,Tarjeta de crédito,Completada
2962,8,59,2025-03-15,3,199.85,599.55,Tarjeta de débito,Completada
1783,2,80,2025-03-15,1,79.9,79.9,Transferencia,Completada
2793,53,96,2025-03-16,2,89.93,179.86,Billetera virtual,Completada
1983,397,117,2025-03-16,1,553.19,553.19,Tarjeta de crédito,Completada
2208,325,143,2025-03-16,2,248.99,497.98,Tarjeta de crédito,Completada
2017,45,29,2025-03-16,3,240.3,720.9,Tarjeta de crédito,Completada
2288,258,96,2025-03-16,4,89.93,359.72,Tarjeta de crédito,Completada
298,419,117,2025-03-17,2,553.19,1106.38,Transferencia,Completada
549,143,18,2025-03-17,4,213.72,854.88,Tarjeta de crédito,Completada
1082,259,96,2025-03-17,3,89.93,269.79,Tarjeta de crédito,Completada
2765,403,105,2025-03-17,1,61.73,61.73,Tarjeta de crédito,Completada
2568,199,67,2025-03-18,1,17.83,17.83,Tarjeta de débito,Completada
1247,473,40,2025-03-18,4,130.98,523.92,Tarjeta de crédito,Completada
1584,77,145,2025-03-18,2,1036.09,2072.18,Tarjeta de crédito,Completada
2534,266,40,2025-03-19,1,130.98,130.98,Transferencia,Cancelada
579,2,55,2025-03-19,1,844.98,844.98,Tarjeta de débito,Completada
1049,292,80,2025-03-19,1,79.9,79.9,Transferencia,Completada
45,293,7,2025-03-19,3,44.62,133.86,Tarjeta de débito,Completada
1942,119,19,2025-03-19,2,92.82,185.64,Transferencia,Completada
42,110,75,2025-03-20,1,142.36,142.36,Transferencia,Completada
1023,399,77,2025-03-20,4,36.9,147.6,Tarjeta de débito,Completada
1600,432,79,2025-03-20,2,409.24,818.48,Billetera virtual,Completada
2580,242,111,2025-03-20,4,312.56,1250.24,Billetera virtual,Cancelada
1830,384,5,2025-03-21,4,320.02,1280.08,Tarjeta de crédito,Completada
999,36,53,2025-03-21,4,317.15,1268.6,Tarjeta de crédito,Completada
174,47,129,2025-03-21,3,128.49,385.47,Tarjeta de crédito,Completada
297,240,102,2025-03-21,2,275.73,551.46,Transferencia,Completada
1225,387,128,2025-03-21,1,121.82,121.82,Tarjeta de débito,Completada
1029,279,112,2025-03-21,3,79.2,237.6,Tarjeta de crédito,Completada
615,369,72,2025-03-21,2,91.98,183.96,Tarjeta de crédito,Completada
1849,472,103,2025-03-22,4,535.68,2142.72,Billetera virtual,Completada
1691,268,105,2025-03-22,3,61.73,185.19,Transferencia,Completada
93,67,30,2025-03-22,2,221.66,443.32,Billetera virtual,Completada
283,219,134,2025-03-22,1,24.19,24.19,Billetera virtual,Completada
2830,30,71,2025-03-23,2,98.46,196.92,Tarjeta de débito,Completada
662,201,125,2025-03-23,4,116.4,465.6,Tarjeta de débito,Completada
194,314,23,2025-03-23,2,824.07,1648.14,Billetera virtual,Completada
1144,112,87,2025-03-23,4,167.49,669.96,Tarjeta de crédito,Completada
2398,73,84,2025-03-24,1,114.71,114.71,Transferencia,Completada
2959,454,145,2025-03-24,3,1036.09,3108.27,Tarjeta de crédito,Completada
1446,387,107,2025-03-24,2,241.46,482.92,Tarjeta de débito,Completada
1956,193,27,2025-03-24,2,53.58,107.16,Tarjeta de crédito,Completada
1151,75,103,2025-03-24,2,535.68,1071.36,Tarjeta de crédito,Completada
390,42,9,2025-03-24,1,280.94,280.94,Transferencia,Completada
1248,314,39,2025-03-25,2,459.22,918.44,Tarjeta de débito,Completada
2469,278,114,2025-03-25,1,362.33,362.33,Tarjeta de débito,Completada
2190,387,62,2025-03-25,1,127.13,127.13,Tarjeta de crédito,Completada
173,15,65,2025-03-26,3,88.86,266.58,Tarjeta de débito,Completada
891,57,6,2025-03-26,3,134.96,404.88,Tarjeta de crédito,Completada
1418,7,48,2025-03-26,1,97.9,97.9,Tarjeta de débito,Completada
394,456,81,2025-03-26,2,1144.0,2288.0,Transferencia,Completada
2092,390,146,2025-03-27,4,183.15,732.6,Tarjeta de crédito,Completada
1383,61,132,2025-03-27,1,139.77,139.77,Tarjeta de crédito,Completada
2072,172,149,2025-03-27,2,163.12,326.24,Tarjeta de crédito,Completada
2900,233,66,2025-03-27,3,256.07,768.21,Billetera virtual,Completada
721,224,123,2025-03-28,1,78.6,78.6,Tarjeta de débito,Completada
2777,318,97,2025-03-28,4,578.69,2314.76,Tarjeta de crédito,Completada
2656,329,46,2025-03-28,2,458.9,917.8,Tarjeta de crédito,Completada
1533,266,135,2025-03-28,2,167.67,335.34,Transferencia,Completada
314,324,16,2025-03-28,3,188.57,565.71,Tarjeta de débito,Completada
894,240,42,2025-03-28,1,136.43,136.43,Tarjeta de crédito,Cancelada
1395,166,40,2025-03-29,1,130.98,130.98,Tarjeta de crédito,Completada
142,327,80,2025-03-29,3,79.9,239.7,Billetera virtual,Completada
179,305,19,2025-03-30,1,92.82,92.82,Tarjeta de crédito,Completada
2939,345,67,2025-03-30,3,17.83,53.49,Tarjeta de débito,Completada
2378,494,108,2025-03-30,3,340.46,1021.38,Transferencia,Completada
1253,56,53,2025-03-31,3,317.15,951.45,Billetera virtual,Completada
1107,178,42,2025-04-01,3,136.43,409.29,Tarjeta de crédito,Completada
565,227,66,2025-04-01,3,256.07,768.21,Tarjeta de crédito,Cancelada
1641,355,78,2025-04-01,4,273.68,1094.72,Tarjeta de débito,Completada
2293,2,43,2025-04-01,3,296.19,888.57,Transferencia,Completada
2001,422,150,2025-04-02,1,63.38,63.38,Transferencia,Completada
1108,93,92,2025-04-02,4,96.79,387.16,Tarjeta de débito,Completada
605,2,95,2025-04-02,3,127.07,381.21,Billetera virtual,Completada
36,39,63,2025-04-02,3,41.74,125.22,Transferencia,Completada
1046,488,109,2025-04-03,3,34.85,104.55,Tarjeta de crédito,Completada
1437,358,47,2025-04-03,1,63.67,63.67,Tarjeta de crédito,Completada
1635,178,5,2025-04-04,3,320.02,960.06,Transferencia,Completada
1370,434,133,2025-04-05,4,713.32,2853.28,Transferencia,Completada
2423,258,118,2025-04-06,3,34.12,102.36,Tarjeta de crédito,Completada
2137,50,30,2025-04-06,1,221.66,221.66,Tarjeta de débito,Completada
